GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0019062	virion attachment to host cell	0.7838174721774245	0.7838174721774245	+1	HSP90AB1
GO:0034284	response to monosaccharide	0.7838174721774245	0.7838174721774245	+1	RACK1,EIF2B1,TRA2B,SMARCB1,ZBED3,PCK2
GO:0035435	phosphate ion transmembrane transport	0.7838174721774245	0.7838174721774245	+1	SLC25A10
GO:0006568	tryptophan metabolic process	0.7838174721774245	0.7838174721774245	+1	KYNU
GO:0034333	adherens junction assembly	0.7838174721774245	0.7838174721774245	+1	TBCD
GO:1901841	regulation of high voltage-gated calcium channel activity	0.7838174721774245	0.7838174721774245	+1	CALM1
GO:0031442	positive regulation of mRNA 3'-end processing	0.7838174721774245	0.7838174721774245	+1	NUDT21
GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway	0.7838174721774245	0.7838174721774245	+1	NNMT
GO:0043201	response to leucine	0.7838174721774245	0.7838174721774245	+1	SESN3
GO:0061245	establishment or maintenance of bipolar cell polarity	0.7838174721774245	0.7838174721774245	+1	CRB1,PALS1,DLG3
GO:1900747	negative regulation of vascular endothelial growth factor signaling pathway	0.7838174721774245	0.7838174721774245	+1	DCN
GO:0071888	macrophage apoptotic process	0.7838174721774245	0.7838174721774245	+1	CDKN2A
GO:0045661	regulation of myoblast differentiation	0.7838174721774245	0.7838174721774245	+1	SMARCC1,SMARCC2,SMARCB1,ACTL6A
GO:0061718	glucose catabolic process to pyruvate	0.7838174721774245	0.7838174721774245	+1	ENO1
GO:0062013	positive regulation of small molecule metabolic process	0.7838174721774245	0.7838174721774245	+1	NNMT,AKT2,MLST8,SNCA,ENO1,TWIST1,PTPN2
GO:0061298	retina vasculature development in camera-type eye	0.7838174721774245	0.7838174721774245	+1	CYP1B1
GO:0033262	regulation of nuclear cell cycle DNA replication	0.7838174721774245	0.7838174721774245	+1	ATRX
GO:0060973	cell migration involved in heart development	0.7838174721774245	0.7838174721774245	+1	FLRT3
GO:0051934	catecholamine uptake involved in synaptic transmission	0.7838174721774245	0.7838174721774245	+1	SNCA
GO:0044346	fibroblast apoptotic process	0.7838174721774245	0.7838174721774245	+1	MYC
GO:2000048	negative regulation of cell-cell adhesion mediated by cadherin	0.7838174721774245	0.7838174721774245	+1	EPCAM
GO:0042026	protein refolding	0.7838174721774245	0.7838174721774245	+1	HSPD1,HSP90AA1
GO:1902683	regulation of receptor localization to synapse	0.7838174721774245	0.7838174721774245	+1	DBN1
GO:0072593	reactive oxygen species metabolic process	0.7838174721774245	0.7838174721774245	+1	AKR1C1,DHFR,BRCA1,FOXM1,TRAP1,PRDX3,SNCA,MAPT,SLC5A3,EIF6,CYP1B1
GO:0015791	polyol transmembrane transport	0.7838174721774245	0.7838174721774245	+1	SLC5A3
GO:0021681	cerebellar granular layer development	0.7838174721774245	0.7838174721774245	+1	KIF14
GO:0021884	forebrain neuron development	0.7838174721774245	0.7838174721774245	+1	FGFR2
GO:1901998	toxin transport	0.7838174721774245	0.7838174721774245	+1	SLC29A4
GO:2000425	regulation of apoptotic cell clearance	0.7838174721774245	0.7838174721774245	+1	HMGB1
GO:0097384	cellular lipid biosynthetic process	0.7838174721774245	0.7838174721774245	+1	AGPS
GO:0036336	dendritic cell migration	0.7838174721774245	0.7838174721774245	+1	HMGB1,C1QBP
GO:0032342	aldosterone biosynthetic process	0.7838174721774245	0.7838174721774245	+1	BMP5
GO:1904779	regulation of protein localization to centrosome	0.7838174721774245	0.7838174721774245	+1	NUP62
GO:0043951	negative regulation of cAMP-mediated signaling	0.7838174721774245	0.7838174721774245	+1	PDE3A
GO:0070857	regulation of bile acid biosynthetic process	0.7838174721774245	0.7838174721774245	+1	FGFR4
GO:0009746	response to hexose	0.7838174721774245	0.7838174721774245	+1	RACK1,EIF2B1,TRA2B,SMARCB1,ZBED3,PCK2
GO:0008206	bile acid metabolic process	0.7838174721774245	0.7838174721774245	+1	AKR1C1,FGFR4,SLC27A5
GO:0002089	lens morphogenesis in camera-type eye	0.7838174721774245	0.7838174721774245	+1	ATF4
GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	0.7838174721774245	0.7838174721774245	+1	PTPN2
GO:0001921	positive regulation of receptor recycling	0.7838174721774245	0.7838174721774245	+1	SNCA
GO:0098712	L-glutamate import across plasma membrane	0.7838174721774245	0.7838174721774245	+1	ARL6IP1
GO:0098698	postsynaptic specialization assembly	0.7838174721774245	0.7838174721774245	+1	PTEN
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	0.7838174721774245	0.7838174721774245	+1	CALM1,GJC1
GO:0030953	astral microtubule organization	0.7838174721774245	0.7838174721774245	+1	KPNB1
GO:0042559	pteridine-containing compound biosynthetic process	0.7838174721774245	0.7838174721774245	+1	DHFR
GO:0042572	retinol metabolic process	0.7838174721774245	0.7838174721774245	+1	RDH10,CYP1B1
GO:0010586	miRNA metabolic process	0.7838174721774245	0.7838174721774245	+1	MYC,KHSRP,SREBF1,SRF,XPO5
GO:0046504	glycerol ether biosynthetic process	0.7838174721774245	0.7838174721774245	+1	AGPS
GO:1902260	negative regulation of delayed rectifier potassium channel activity	0.7838174721774245	0.7838174721774245	+1	ANK3
GO:0042373	vitamin K metabolic process	0.7838174721774245	0.7838174721774245	+1	VKORC1L1
GO:0071383	cellular response to steroid hormone stimulus	0.7838174721774245	0.7838174721774245	+1	BRCA1,TFPI,HNRNPU,KDM1A,DDX54,CARM1,YWHAH,NCOR2,PCK2
GO:0055092	sterol homeostasis	0.7838174721774245	0.7838174721774245	+1	AKR1C1,FGFR4,SCARB1,HDAC9,SOAT1
GO:0071233	cellular response to leucine	0.7838174721774245	0.7838174721774245	+1	SESN3
GO:0005980	glycogen catabolic process	0.7838174721774245	0.7838174721774245	+1	AGL
GO:0006000	fructose metabolic process	0.7838174721774245	0.7838174721774245	+1	SORD
GO:0032341	aldosterone metabolic process	0.7838174721774245	0.7838174721774245	+1	BMP5
GO:0015721	bile acid and bile salt transport	0.7838174721774245	0.7838174721774245	+1	AKR1C1,SLC27A5
GO:0070544	histone H3-K36 demethylation	0.7838174721774245	0.7838174721774245	+1	KDM2B
GO:0010659	cardiac muscle cell apoptotic process	0.7838174721774245	0.7838174721774245	+1	NUPR1
GO:2000622	regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.7838174721774245	0.7838174721774245	+1	CASC3
GO:0022410	circadian sleep/wake cycle process	0.7838174721774245	0.7838174721774245	+1	PARP1
GO:0010665	regulation of cardiac muscle cell apoptotic process	0.7838174721774245	0.7838174721774245	+1	NUPR1
GO:0033622	integrin activation	0.7838174721774245	0.7838174721774245	+1	KIF14,FERMT1
GO:0033629	negative regulation of cell adhesion mediated by integrin	0.7838174721774245	0.7838174721774245	+1	CYP1B1
GO:0016114	terpenoid biosynthetic process	0.7838174721774245	0.7838174721774245	+1	PRMT3
GO:0030850	prostate gland development	0.7838174721774245	0.7838174721774245	+1	FGFR2
GO:1903409	reactive oxygen species biosynthetic process	0.7838174721774245	0.7838174721774245	+1	TRAP1,SNCA,SLC5A3
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.7838174721774245	0.7838174721774245	+1	HSP90AB1,C20ORF27
GO:0090314	positive regulation of protein targeting to membrane	0.7838174721774245	0.7838174721774245	+1	AKT2,ANK3
GO:0046949	fatty-acyl-CoA biosynthetic process	0.7838174721774245	0.7838174721774245	+1	PPT1,ACACA
GO:0008611	ether lipid biosynthetic process	0.7838174721774245	0.7838174721774245	+1	AGPS
GO:0032147	activation of protein kinase activity	0.7838174721774245	0.7838174721774245	+1	TPX2,KIF14,ECT2,CLSPN,CCDC88A,IRAK1
GO:0048013	ephrin receptor signaling pathway	0.7838174721774245	0.7838174721774245	+1	PTPN11,EFNB2,EPHA7
GO:0050655	dermatan sulfate proteoglycan metabolic process	0.7838174721774245	0.7838174721774245	+1	DSEL
GO:0051583	dopamine uptake involved in synaptic transmission	0.7838174721774245	0.7838174721774245	+1	SNCA
GO:1904350	regulation of protein catabolic process in the vacuole	0.7838174721774245	0.7838174721774245	+1	LAPTM4B
GO:0070584	mitochondrion morphogenesis	0.7838174721774245	0.7838174721774245	+1	WASF1
GO:0006735	NADH regeneration	0.7838174721774245	0.7838174721774245	+1	ENO1
GO:1903069	regulation of ER-associated ubiquitin-dependent protein catabolic process	0.7838174721774245	0.7838174721774245	+1	USP14
GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	0.7838174721774245	0.7838174721774245	+1	BRCA1
GO:0072384	organelle transport along microtubule	0.7838174721774245	0.7838174721774245	+1	TMEM201,KIF5B,MAPT,LRPPRC,KIF1C
GO:0030397	membrane disassembly	0.7838174721774245	0.7838174721774245	+1	PLK1
GO:0036119	response to platelet-derived growth factor	0.7838174721774245	0.7838174721774245	+1	MARS1
GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	0.7838174721774245	0.7838174721774245	+1	CHST2,IRAK1
GO:0006521	regulation of cellular amino acid metabolic process	0.7838174721774245	0.7838174721774245	+1	BCKDK
GO:0036109	alpha-linolenic acid metabolic process	0.7838174721774245	0.7838174721774245	+1	FADS1
GO:0006099	tricarboxylic acid cycle	0.7838174721774245	0.7838174721774245	+1	SDHB,DLST
GO:0090161	Golgi ribbon formation	0.7838174721774245	0.7838174721774245	+1	PRMT5
GO:0043620	regulation of DNA-templated transcription in response to stress	0.7838174721774245	0.7838174721774245	+1	ATF4,CHEK1,RPS6KA1
GO:0016358	dendrite development	0.7849508637353979	0.7849508637353979	+1	DBN1,BMP5,RAP2A,PTEN,HDAC2,BCL11A,YWHAH,PTPRD,LRP4,MAP1A
GO:0030900	forebrain development	0.7849508637353979	0.7849508637353979	+1	COL3A1,KIF14,KDM2B,STIL,TACC3,PTEN,PALS1,WDR62,FGFR2,ROBO1
GO:0043171	peptide catabolic process	0.7910817114331536	0.7910817114331536	+1	CHAC2,LTA4H
GO:0030866	cortical actin cytoskeleton organization	0.7910817114331536	0.7910817114331536	+1	RACGAP1,FHOD1
GO:0006783	heme biosynthetic process	0.7910817114331536	0.7910817114331536	+1	HMBS,PGRMC1
GO:0045428	regulation of nitric oxide biosynthetic process	0.7910817114331536	0.7910817114331536	+1	HSP90AB1,KHSRP,HSP90AA1
GO:0071616	acyl-CoA biosynthetic process	0.7910817114331536	0.7910817114331536	+1	ACLY,PPT1,ACACA
GO:0051085	chaperone cofactor-dependent protein refolding	0.7910817114331536	0.7910817114331536	+1	SDF2L1,PTGES3
GO:2000378	negative regulation of reactive oxygen species metabolic process	0.7910817114331536	0.7910817114331536	+1	BRCA1,TRAP1
GO:0045648	positive regulation of erythrocyte differentiation	0.7910817114331536	0.7910817114331536	+1	HMGB2,PRMT1
GO:0035384	thioester biosynthetic process	0.7910817114331536	0.7910817114331536	+1	ACLY,PPT1,ACACA
GO:0046627	negative regulation of insulin receptor signaling pathway	0.7910817114331536	0.7910817114331536	+1	GRB14,PTPN2
GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.7910817114331536	0.7910817114331536	+1	TRAP1,SFPQ
GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.7910817114331536	0.7910817114331536	+1	BRCA1,CARM1
GO:0048645	animal organ formation	0.7910817114331536	0.7910817114331536	+1	FGFR2,ROBO1
GO:0016242	negative regulation of macroautophagy	0.7910817114331536	0.7910817114331536	+1	UBQLN4,NUPR1
GO:0007266	Rho protein signal transduction	0.7910817114331536	0.7910817114331536	+1	COL3A1,STMN1,STARD8,CDC42EP1,RACGAP1,RALBP1,ROBO1,F2R
GO:0002437	inflammatory response to antigenic stimulus	0.7910817114331536	0.7910817114331536	+1	HMGB1,HMGB2,KARS1
GO:0046463	acylglycerol biosynthetic process	0.7910817114331536	0.7910817114331536	+1	SCARB1,SREBF1,PCK2
GO:0044788	modulation by host of viral process	0.7910817114331536	0.7910817114331536	+1	FASN,NUCKS1,PPIB
GO:1901889	negative regulation of cell junction assembly	0.7910817114331536	0.7910817114331536	+1	RCC2,PTEN
GO:0046460	neutral lipid biosynthetic process	0.7910817114331536	0.7910817114331536	+1	SCARB1,SREBF1,PCK2
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	0.7910817114331536	0.7910817114331536	+1	LONP1,NGLY1
GO:0006308	DNA catabolic process	0.7910817114331536	0.7910817114331536	+1	APEX1,CDKN2A
GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	0.7910817114331536	0.7910817114331536	+1	WASF1,BRK1
GO:0032878	regulation of establishment or maintenance of cell polarity	0.7910817114331536	0.7910817114331536	+1	RACK1,KIF20B
GO:0032507	maintenance of protein location in cell	0.7910817114331536	0.7910817114331536	+1	HNRNPU,ANK3,CCDC88A,RANGAP1
GO:0046326	positive regulation of glucose import	0.7910817114331536	0.7910817114331536	+1	AKT2,PTPN11
GO:0051865	protein autoubiquitination	0.8012709754752201	0.8012709754752201	+1	BRCA1,UBE2T,UHRF1,MTA1,RNF187
GO:0051492	regulation of stress fiber assembly	0.8012709754752201	0.8012709754752201	+1	STMN1,ACTG1,CCDC88A,PFN2,FHOD1
GO:0042552	myelination	0.8012709754752201	0.8012709754752201	+1	MARVELD1,KIF14,PTEN,ZPR1,ADGRG6
GO:0006839	mitochondrial transport	0.8049553348179782	0.8049553348179782	+1	HSPD1,SREBF1,TIMM13,TOMM40,TIMM8B,SAE1,TIMM50,TOMM34,BCS1L,HSP90AA1
GO:1901657	glycosyl compound metabolic process	0.8059655692597939	0.8059655692597939	+1	AKR1C2,AKR1C1,TK1,DTYMK
GO:0042745	circadian sleep/wake cycle	0.8059655692597939	0.8059655692597939	+1	PARP1
GO:0072531	pyrimidine-containing compound transmembrane transport	0.8059655692597939	0.8059655692597939	+1	SLC29A1
GO:0042749	regulation of circadian sleep/wake cycle	0.8059655692597939	0.8059655692597939	+1	PARP1
GO:0002052	positive regulation of neuroblast proliferation	0.8059655692597939	0.8059655692597939	+1	KDM1A
GO:0036462	TRAIL-activated apoptotic signaling pathway	0.8059655692597939	0.8059655692597939	+1	PTEN
GO:0036363	transforming growth factor beta activation	0.8059655692597939	0.8059655692597939	+1	HSP90AB1
GO:0042983	amyloid precursor protein biosynthetic process	0.8059655692597939	0.8059655692597939	+1	SOAT1
GO:0042921	glucocorticoid receptor signaling pathway	0.8059655692597939	0.8059655692597939	+1	YWHAH
GO:0009151	purine deoxyribonucleotide metabolic process	0.8059655692597939	0.8059655692597939	+1	NUDT15
GO:0009313	oligosaccharide catabolic process	0.8059655692597939	0.8059655692597939	+1	NEU3
GO:0097267	omega-hydroxylase P450 pathway	0.8059655692597939	0.8059655692597939	+1	CYP1B1
GO:0046856	phosphatidylinositol dephosphorylation	0.8059655692597939	0.8059655692597939	+1	PTEN,MTMR4
GO:0030431	sleep	0.8059655692597939	0.8059655692597939	+1	PARP1
GO:0043650	dicarboxylic acid biosynthetic process	0.8059655692597939	0.8059655692597939	+1	KYNU
GO:1905209	positive regulation of cardiocyte differentiation	0.8059655692597939	0.8059655692597939	+1	EFNB2
GO:0007422	peripheral nervous system development	0.8059655692597939	0.8059655692597939	+1	CDK1,ADGRG6,ETV1
GO:0046855	inositol phosphate dephosphorylation	0.8059655692597939	0.8059655692597939	+1	PTEN
GO:0051639	actin filament network formation	0.8059655692597939	0.8059655692597939	+1	FHOD1
GO:0042984	regulation of amyloid precursor protein biosynthetic process	0.8059655692597939	0.8059655692597939	+1	SOAT1
GO:0048839	inner ear development	0.8059655692597939	0.8059655692597939	+1	JAG2,MCM2,PTPN11,FGFR2
GO:0051896	regulation of protein kinase B signaling	0.8059655692597939	0.8059655692597939	+1	AKR1C2,C1QBP,HSP90AB1,RACK1,PTEN,MYORG,MTDH,HSP90AA1,CPNE1
GO:1901503	ether biosynthetic process	0.8059655692597939	0.8059655692597939	+1	AGPS
GO:0010968	regulation of microtubule nucleation	0.8059655692597939	0.8059655692597939	+1	GIT1
GO:0048640	negative regulation of developmental growth	0.8059655692597939	0.8059655692597939	+1	PTEN,SEMA4C,NKD1,BCL11A
GO:0031124	mRNA 3'-end processing	0.8059655692597939	0.8059655692597939	+1	AHCYL1,NUDT21,CPSF2,SYMPK
GO:0045333	cellular respiration	0.8059655692597939	0.8059655692597939	+1	CDK1,CCNB1,TRAP1,GPD2,SNCA,SDHB,NUPR1,DLST,SHMT2,CYC1,UQCC2,LYRM7
GO:0044650	adhesion of symbiont to host cell	0.8059655692597939	0.8059655692597939	+1	HSP90AB1
GO:0055089	fatty acid homeostasis	0.8059655692597939	0.8059655692597939	+1	POLD1
GO:0051974	negative regulation of telomerase activity	0.8059655692597939	0.8059655692597939	+1	PIF1
GO:0009086	methionine biosynthetic process	0.8059655692597939	0.8059655692597939	+1	MTAP
GO:0071379	cellular response to prostaglandin stimulus	0.8059655692597939	0.8059655692597939	+1	AKR1C2
GO:0042417	dopamine metabolic process	0.8059655692597939	0.8059655692597939	+1	SNCA,COMT
GO:1990535	neuron projection maintenance	0.8059655692597939	0.8059655692597939	+1	MAP1A
GO:0055057	neuroblast division	0.8059655692597939	0.8059655692597939	+1	FGFR2
GO:0071305	cellular response to vitamin D	0.8059655692597939	0.8059655692597939	+1	VDR
GO:0042476	odontogenesis	0.8059655692597939	0.8059655692597939	+1	COL1A1,HDAC2,FGFR2,WNT6
GO:1905634	regulation of protein localization to chromatin	0.8059655692597939	0.8059655692597939	+1	CDCA5
GO:0032490	detection of molecule of bacterial origin	0.8059655692597939	0.8059655692597939	+1	SCARB1
GO:0046621	negative regulation of organ growth	0.8059655692597939	0.8059655692597939	+1	PTEN
GO:0042541	hemoglobin biosynthetic process	0.8059655692597939	0.8059655692597939	+1	PRMT1
GO:0006940	regulation of smooth muscle contraction	0.8059655692597939	0.8059655692597939	+1	SRF,F2R
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	0.8059655692597939	0.8059655692597939	+1	CALM1
GO:0008212	mineralocorticoid metabolic process	0.8059655692597939	0.8059655692597939	+1	BMP5
GO:0048643	positive regulation of skeletal muscle tissue development	0.8059655692597939	0.8059655692597939	+1	NACA
GO:0039530	MDA-5 signaling pathway	0.8059655692597939	0.8059655692597939	+1	C1QBP
GO:0032272	negative regulation of protein polymerization	0.8059655692597939	0.8059655692597939	+1	STMN1,TBCD,SNCA,PFN2
GO:0003128	heart field specification	0.8059655692597939	0.8059655692597939	+1	ROBO1
GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.8059655692597939	0.8059655692597939	+1	NACA
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.8059655692597939	0.8059655692597939	+1	PTEN,GTSE1,JADE1,ATM
GO:0001556	oocyte maturation	0.8059655692597939	0.8059655692597939	+1	PDE3A
GO:0042100	B cell proliferation	0.8059655692597939	0.8059655692597939	+1	HSPD1,CD320,TCF3,CDKN2A,ATM
GO:0048668	collateral sprouting	0.8059655692597939	0.8059655692597939	+1	BCL11A
GO:0006825	copper ion transport	0.8059655692597939	0.8059655692597939	+1	STEAP3
GO:0071044	histone mRNA catabolic process	0.8059655692597939	0.8059655692597939	+1	ATM
GO:0032790	ribosome disassembly	0.8059655692597939	0.8059655692597939	+1	DENR
GO:0110011	regulation of basement membrane organization	0.8059655692597939	0.8059655692597939	+1	PHLDB1
GO:0031069	hair follicle morphogenesis	0.8059655692597939	0.8059655692597939	+1	FGFR2
GO:2000107	negative regulation of leukocyte apoptotic process	0.8059655692597939	0.8059655692597939	+1	AURKB,NOC2L
GO:0006705	mineralocorticoid biosynthetic process	0.8059655692597939	0.8059655692597939	+1	BMP5
GO:0062099	negative regulation of programmed necrotic cell death	0.8059655692597939	0.8059655692597939	+1	NUPR1
GO:0070646	protein modification by small protein removal	0.8059655692597939	0.8059655692597939	+1	BRCA1,CDK1,USP1,TAF9,KAT2A,UCHL5,SF3B5,SHMT2,TRRAP,USP5,USP14
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	0.8059655692597939	0.8059655692597939	+1	PTPN2
GO:0009064	glutamine family amino acid metabolic process	0.8059655692597939	0.8059655692597939	+1	CPS1,RIMKLB,CAD,AGMAT
GO:1903799	negative regulation of miRNA maturation	0.8059655692597939	0.8059655692597939	+1	NCOR2
GO:0051095	regulation of helicase activity	0.8059655692597939	0.8059655692597939	+1	MSH2
GO:1903789	regulation of amino acid transmembrane transport	0.8059655692597939	0.8059655692597939	+1	ARL6IP1
GO:1901201	regulation of extracellular matrix assembly	0.8059655692597939	0.8059655692597939	+1	PHLDB1
GO:0031958	corticosteroid receptor signaling pathway	0.8059655692597939	0.8059655692597939	+1	YWHAH
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	0.8059655692597939	0.8059655692597939	+1	CALM1
GO:1904377	positive regulation of protein localization to cell periphery	0.8059655692597939	0.8059655692597939	+1	RACK1,GPSM2,KIF5B,STAC
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	0.8059655692597939	0.8059655692597939	+1	CALM1
GO:0009251	glucan catabolic process	0.8059655692597939	0.8059655692597939	+1	AGL
GO:0034163	regulation of toll-like receptor 9 signaling pathway	0.8059655692597939	0.8059655692597939	+1	HMGB1
GO:0035672	oligopeptide transmembrane transport	0.8059655692597939	0.8059655692597939	+1	SLC25A39
GO:0034198	cellular response to amino acid starvation	0.8059655692597939	0.8059655692597939	+1	ATF4,SEH1L,SESN3
GO:0045806	negative regulation of endocytosis	0.8059655692597939	0.8059655692597939	+1	NEU3,WDR54,ANKRD13B
GO:0043491	protein kinase B signaling	0.8059655692597939	0.8059655692597939	+1	AKR1C2,C1QBP,HSP90AB1,RACK1,PTEN,PIK3R3,MYORG,MTDH,HSP90AA1,CPNE1
GO:0010919	regulation of inositol phosphate biosynthetic process	0.8059655692597939	0.8059655692597939	+1	SNCA
GO:0070170	regulation of tooth mineralization	0.8059655692597939	0.8059655692597939	+1	WNT6
GO:0006349	regulation of gene expression by genomic imprinting	0.8059655692597939	0.8059655692597939	+1	KDM1B
GO:0090102	cochlea development	0.8059655692597939	0.8059655692597939	+1	MCM2
GO:0010939	regulation of necrotic cell death	0.8059655692597939	0.8059655692597939	+1	PARP1,NUPR1
GO:0043558	regulation of translational initiation in response to stress	0.8059655692597939	0.8059655692597939	+1	NPM1
GO:0034340	response to type I interferon	0.8059655692597939	0.8059655692597939	+1	TTLL12,PTPN11,SHMT2,PTPN2,IRAK1
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	0.8059655692597939	0.8059655692597939	+1	SRP72
GO:0070213	protein auto-ADP-ribosylation	0.8059655692597939	0.8059655692597939	+1	PARP1
GO:0045682	regulation of epidermis development	0.8059655692597939	0.8059655692597939	+1	VDR,SRSF6,SFN
GO:1900077	negative regulation of cellular response to insulin stimulus	0.8059655692597939	0.8059655692597939	+1	GRB14,PTPN2
GO:0030516	regulation of axon extension	0.8059655692597939	0.8059655692597939	+1	DBN1,SEMA4C,BCL11A,MAPT
GO:0034975	protein folding in endoplasmic reticulum	0.8059655692597939	0.8059655692597939	+1	HSP90B1
GO:0036005	response to macrophage colony-stimulating factor	0.8059655692597939	0.8059655692597939	+1	PTPN2
GO:0010958	regulation of amino acid import across plasma membrane	0.8059655692597939	0.8059655692597939	+1	ARL6IP1
GO:2000725	regulation of cardiac muscle cell differentiation	0.8059655692597939	0.8059655692597939	+1	EFNB2
GO:2000650	negative regulation of sodium ion transmembrane transporter activity	0.8059655692597939	0.8059655692597939	+1	STK39
GO:0031571	mitotic G1 DNA damage checkpoint signaling	0.8059655692597939	0.8059655692597939	+1	GTSE1,ATM
GO:0051180	vitamin transport	0.8059655692597939	0.8059655692597939	+1	SCARB1,CD320,SLC19A1
GO:0018200	peptidyl-glutamic acid modification	0.8059655692597939	0.8059655692597939	+1	VKORC1L1,AGBL5
GO:1900006	positive regulation of dendrite development	0.8059655692597939	0.8059655692597939	+1	BMP5
GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	0.8059655692597939	0.8059655692597939	+1	PTPN2
GO:0097150	neuronal stem cell population maintenance	0.8059655692597939	0.8059655692597939	+1	SRRT
GO:0006641	triglyceride metabolic process	0.8059655692597939	0.8059655692597939	+1	CPS1,SCARB1,SREBF1,SLC27A5,PCK2
GO:1903209	positive regulation of oxidative stress-induced cell death	0.8059655692597939	0.8059655692597939	+1	SFPQ
GO:0010988	regulation of low-density lipoprotein particle clearance	0.8059655692597939	0.8059655692597939	+1	KHSRP
GO:0086067	AV node cell to bundle of His cell communication	0.8059655692597939	0.8059655692597939	+1	GJC1
GO:0061620	glycolytic process through glucose-6-phosphate	0.8059655692597939	0.8059655692597939	+1	ENO1
GO:0061615	glycolytic process through fructose-6-phosphate	0.8059655692597939	0.8059655692597939	+1	ENO1
GO:0031641	regulation of myelination	0.8059655692597939	0.8059655692597939	+1	KIF14,ZPR1
GO:0033625	positive regulation of integrin activation	0.8059655692597939	0.8059655692597939	+1	FERMT1
GO:0007164	establishment of tissue polarity	0.8125190649033182	0.8125190649033182	+1	RSPO3,SAPCD2,NKD1
GO:0008366	axon ensheathment	0.8125190649033182	0.8125190649033182	+1	MARVELD1,KIF14,PTEN,ZPR1,ADGRG6
GO:2000649	regulation of sodium ion transmembrane transporter activity	0.8125190649033182	0.8125190649033182	+1	STK39,ANK3,YWHAH
GO:2000630	positive regulation of miRNA metabolic process	0.8125190649033182	0.8125190649033182	+1	MYC,SREBF1,SRF
GO:0051701	biological process involved in interaction with host	0.8125190649033182	0.8125190649033182	+1	HMGB1,SCARB1,HSP90AB1,TRIM14,LY6E,NECTIN1,THOC1,THOC3,THOC6
GO:1990928	response to amino acid starvation	0.8125190649033182	0.8125190649033182	+1	ATF4,SEH1L,SESN3
GO:1900076	regulation of cellular response to insulin stimulus	0.8125190649033182	0.8125190649033182	+1	PTPN11,GRB14,PTPN2
GO:0080164	regulation of nitric oxide metabolic process	0.8125190649033182	0.8125190649033182	+1	HSP90AB1,KHSRP,HSP90AA1
GO:0002040	sprouting angiogenesis	0.8125190649033182	0.8125190649033182	+1	RSPO3,PIK3R3,SRF,HDAC9,EFNB2,E2F8,ROBO1
GO:0007584	response to nutrient	0.8125190649033182	0.8125190649033182	+1	KYNU,ENSA,VDR
GO:0007272	ensheathment of neurons	0.8125190649033182	0.8125190649033182	+1	MARVELD1,KIF14,PTEN,ZPR1,ADGRG6
GO:0001736	establishment of planar polarity	0.8125190649033182	0.8125190649033182	+1	RSPO3,SAPCD2,NKD1
GO:0051496	positive regulation of stress fiber assembly	0.8125190649033182	0.8125190649033182	+1	CCDC88A,PFN2,FHOD1
GO:0042116	macrophage activation	0.8125190649033182	0.8125190649033182	+1	HSPD1,KARS1,SNCA,EDN2,MAPT
GO:0071456	cellular response to hypoxia	0.8194907411180202	0.8194907411180202	+1	MYC,MLST8,ENO1,FAM162A,TWIST1,HILPDA
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.8194907411180202	0.8194907411180202	+1	IMPDH2,PARP1,SDHB,ATP5MC2,ENO1,ATP5MC1
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.8194907411180202	0.8194907411180202	+1	IMPDH2,PARP1,SDHB,ATP5MC2,ENO1,ATP5MC1
GO:0031099	regeneration	0.8209817298825155	0.8209817298825155	+1	DHFR,AURKA,NACA,NREP
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0.8209817298825155	0.8209817298825155	+1	BRCA1,KDM1A,CARM1,NCOR2
GO:0006112	energy reserve metabolic process	0.8209817298825155	0.8209817298825155	+1	MYC,AKT2,GBE1,AGL
GO:0001738	morphogenesis of a polarized epithelium	0.8209817298825155	0.8209817298825155	+1	RSPO3,SAPCD2,ACTG1,NKD1
GO:0010922	positive regulation of phosphatase activity	0.8222619426989294	0.8222619426989294	+1	HSP90AB1,CALM1
